division,name,role,skill_level,patch,legendary,avg_dps,sd_dps,avg_sps,sd_sps,avg_hps,sd_hps,avg_kpm,sd_kpm,avg_slayspm,sd_slayspm,avg_xpm,sd_xpm,avg_cpm,sd_cpm,wins,count,champ_count
Keyboard/Mouse Ranked,Kinessa,Damage,2700+,V2.06,Steady Aim,104.65,25.48,0.00,0.00,0.00,0.00,1.44,0.57,0.82,0.37,0.52,0.22,216.20,43.72,382,902,1852
Crossplatform Casual,Kinessa,Damage,2700+,V2.05,Steady Aim,82.32,26.67,0.00,0.00,0.00,0.00,1.42,0.64,0.77,0.42,0.55,0.26,205.65,49.55,7316,16840,35046
PS4 Ranked,Kinessa,Damage,2700+,V2.03,Steady Aim,105.19,27.24,0.00,0.00,0.00,0.00,1.47,0.60,0.78,0.34,0.53,0.23,217.06,42.02,142,345,673
Keyboard/Mouse Ranked,Kinessa,Damage,2500+,V2.06,Steady Aim,101.54,26.21,0.00,0.00,0.00,0.00,1.46,0.59,0.82,0.39,0.53,0.23,214.59,44.66,849,2014,4009
Crossplatform Casual,Kinessa,Damage,3000+,V2.05,Steady Aim,89.22,27.95,0.00,0.00,0.00,0.00,1.42,0.63,0.80,0.43,0.53,0.25,211.02,49.93,1358,3028,5812
PS4 Ranked,Kinessa,Damage,2500+,V2.03,Steady Aim,100.29,28.02,0.00,0.00,0.00,0.00,1.49,0.64,0.78,0.38,0.56,0.24,215.61,44.13,264,659,1458
Controller Ranked,Kinessa,Damage,2700+,V2.05,Steady Aim,95.82,27.97,0.00,0.00,0.00,0.00,1.39,0.64,0.75,0.37,0.58,0.25,205.70,41.24,44,119,208
PS4 Ranked,Kinessa,Damage,2100+,V2.03,Steady Aim,87.11,28.68,0.00,0.00,0.00,0.00,1.50,0.69,0.75,0.41,0.63,0.27,210.55,47.02,1186,2888,6921
Keyboard/Mouse Ranked,Kinessa,Damage,2100+,V2.06,Steady Aim,92.92,28.11,0.00,0.00,0.00,0.00,1.42,0.64,0.76,0.40,0.58,0.26,207.98,46.65,2878,7536,16197
Keyboard/Mouse Ranked,Kinessa,Damage,Everyone,V2.06,Steady Aim,82.81,29.57,0.00,0.00,0.00,0.00,1.35,0.68,0.69,0.41,0.60,0.27,200.01,48.75,6960,18909,42997
PS4 Ranked,Kinessa,Damage,Everyone,V2.03,Steady Aim,75.76,29.75,0.00,0.00,0.00,0.00,1.43,0.73,0.71,0.42,0.66,0.29,204.28,51.28,2910,7193,16804
PS4 Ranked,Kinessa,Damage,3000+,V2.04,Steady Aim,107.50,23.70,0.00,0.00,0.00,0.00,1.38,0.58,0.76,0.37,0.50,0.26,217.33,37.76,11,32,51
Controller Ranked,Kinessa,Damage,3000+,V2.05,Steady Aim,111.27,33.90,0.00,0.00,0.00,0.00,1.81,1.04,0.98,0.45,0.41,0.17,224.63,53.59,3,7,13
Keyboard/Mouse Ranked,Kinessa,Damage,3000+,V2.07,Steady Aim,107.54,30.31,0.00,0.00,0.00,0.00,1.08,0.68,0.57,0.43,0.50,0.13,203.62,59.00,3,8,19
PS4 Ranked,Kinessa,Damage,2700+,V2.04,Steady Aim,104.06,24.44,0.00,0.00,0.00,0.00,1.58,0.60,0.83,0.37,0.52,0.24,222.96,38.36,82,169,332
Crossplatform Casual,Kinessa,Damage,Everyone,V2.04,Steady Aim,62.38,27.07,0.00,0.00,0.00,0.00,1.35,0.71,0.69,0.44,0.61,0.29,191.42,54.19,61503,143290,302110
PS4 Ranked,Kinessa,Damage,2500+,V2.04,Steady Aim,96.56,25.32,0.00,0.00,0.00,0.00,1.52,0.61,0.79,0.36,0.59,0.27,215.22,41.97,173,409,868
Keyboard/Mouse Ranked,Kinessa,Damage,2700+,V2.07,Steady Aim,104.69,25.97,0.00,0.00,0.00,0.00,1.46,0.67,0.82,0.42,0.52,0.23,217.69,52.78,27,69,129
PS4 Ranked,Kinessa,Damage,2100+,V2.04,Steady Aim,88.71,27.28,0.00,0.00,0.00,0.00,1.52,0.69,0.76,0.40,0.64,0.27,210.96,47.14,763,1948,4610
Keyboard/Mouse Ranked,Kinessa,Damage,2500+,V2.07,Steady Aim,101.71,26.99,0.00,0.00,0.00,0.00,1.47,0.68,0.82,0.43,0.55,0.24,216.30,52.27,60,141,259
PS4 Ranked,Kinessa,Damage,Everyone,V2.04,Steady Aim,77.44,29.04,0.00,0.00,0.00,0.00,1.48,0.74,0.73,0.43,0.66,0.28,205.88,52.15,2082,5253,12247
Controller Ranked,Kinessa,Damage,Everyone,V2.04,Steady Aim,76.74,28.41,0.00,0.00,0.00,0.00,1.44,0.72,0.72,0.42,0.65,0.27,199.46,50.92,946,2461,5985
PS4 Ranked,Kinessa,Damage,3000+,V2.05,Steady Aim,109.94,23.87,0.00,0.00,0.00,0.00,1.39,0.57,0.76,0.34,0.51,0.21,215.99,40.76,26,62,105
Keyboard/Mouse Ranked,Kinessa,Damage,2100+,V2.07,Steady Aim,94.14,27.84,0.00,0.00,0.00,0.00,1.48,0.67,0.80,0.43,0.59,0.26,212.70,49.43,204,483,974
PS4 Ranked,Kinessa,Damage,2700+,V2.05,Steady Aim,101.57,25.53,0.00,0.00,0.00,0.00,1.42,0.57,0.75,0.35,0.55,0.24,210.71,40.98,137,362,807
Keyboard/Mouse Ranked,Kinessa,Damage,Everyone,V2.07,Steady Aim,87.71,28.20,0.00,0.00,0.00,0.00,1.40,0.70,0.73,0.43,0.60,0.27,205.98,49.75,398,1014,2177
PS4 Ranked,Kinessa,Damage,2500+,V2.05,Steady Aim,95.53,27.64,0.00,0.00,0.00,0.00,1.43,0.63,0.73,0.38,0.59,0.25,209.36,42.11,326,844,2066
PS4 Ranked,Kinessa,Damage,2100+,V2.05,Steady Aim,82.69,27.53,0.00,0.00,0.00,0.00,1.41,0.67,0.70,0.39,0.67,0.28,203.88,47.38,1915,5078,13071
PS4 Ranked,Kinessa,Damage,Everyone,V2.05,Steady Aim,73.10,28.44,0.00,0.00,0.00,0.00,1.38,0.73,0.67,0.41,0.69,0.29,199.92,51.52,5646,14950,36286
Crossplatform Casual,Kinessa,Damage,2100+,V2.04,Steady Aim,71.35,26.42,0.00,0.00,0.00,0.00,1.39,0.67,0.73,0.42,0.60,0.28,197.83,50.76,28334,66625,146890
PS4 Ranked,Kinessa,Damage,3000+,V2.06,Steady Aim,107.48,22.67,0.00,0.00,0.00,0.00,1.34,0.43,0.79,0.28,0.57,0.17,210.89,35.12,7,26,73
Controller Ranked,Kinessa,Damage,2100+,V2.04,Steady Aim,87.31,27.25,0.00,0.00,0.00,0.00,1.49,0.67,0.77,0.40,0.64,0.26,203.61,50.25,300,816,1957
PS4 Ranked,Kinessa,Damage,2700+,V2.06,Steady Aim,98.53,24.91,0.00,0.00,0.00,0.00,1.42,0.60,0.74,0.35,0.58,0.23,208.72,39.83,86,278,765
Crossplatform Casual,Kinessa,Damage,2500+,V2.04,Steady Aim,79.72,26.30,0.00,0.00,0.00,0.00,1.42,0.65,0.77,0.42,0.56,0.26,204.56,49.45,9528,21844,47245
Controller Ranked,Kinessa,Damage,2500+,V2.04,Steady Aim,94.44,25.16,0.00,0.00,0.00,0.00,1.47,0.62,0.83,0.40,0.60,0.25,205.41,50.29,52,152,339
Controller Ranked,Kinessa,Damage,2700+,V2.04,Steady Aim,97.82,20.42,0.00,0.00,0.00,0.00,1.46,0.59,0.83,0.40,0.56,0.23,206.13,47.95,19,45,87
Crossplatform Casual,Kinessa,Damage,2700+,V2.04,Steady Aim,84.45,26.44,0.00,0.00,0.00,0.00,1.43,0.64,0.79,0.42,0.53,0.26,208.56,49.36,4544,10129,20851
Crossplatform Casual,Kinessa,Damage,3000+,V2.02,Steady Aim,92.51,28.42,0.00,0.00,0.00,0.00,1.45,0.64,0.80,0.42,0.53,0.25,214.84,49.56,1622,3518,8128
Controller Ranked,Kinessa,Damage,Everyone,V2.03,Steady Aim,77.11,28.22,0.00,0.00,0.00,0.00,1.44,0.70,0.72,0.42,0.64,0.27,200.60,49.10,1416,3657,9019
Controller Ranked,Kinessa,Damage,2100+,V2.03,Steady Aim,85.93,27.10,0.00,0.00,0.00,0.00,1.47,0.65,0.75,0.41,0.63,0.26,205.60,46.31,482,1236,3030
Crossplatform Casual,Kinessa,Damage,2700+,V2.02,Steady Aim,83.95,27.39,0.00,0.00,0.00,0.00,1.43,0.63,0.77,0.42,0.56,0.26,207.08,49.08,6459,14673,36064
Crossplatform Casual,Kinessa,Damage,3000+,V2.04,Steady Aim,91.99,27.91,0.00,0.00,0.00,0.00,1.45,0.64,0.82,0.43,0.51,0.25,215.47,50.27,1183,2465,4609
Controller Ranked,Kinessa,Damage,2500+,V2.03,Steady Aim,90.19,26.52,0.00,0.00,0.00,0.00,1.43,0.61,0.76,0.40,0.60,0.24,206.87,45.23,103,271,584
Controller Ranked,Kinessa,Damage,2700+,V2.03,Steady Aim,96.99,23.12,0.00,0.00,0.00,0.00,1.45,0.55,0.80,0.39,0.57,0.22,211.74,36.98,35,97,196
Crossplatform Casual,Kinessa,Damage,2500+,V2.02,Steady Aim,78.36,26.77,0.00,0.00,0.00,0.00,1.41,0.64,0.75,0.41,0.58,0.26,202.90,49.16,14716,34075,85570
Crossplatform Casual,Kinessa,Damage,Everyone,V2.03,Steady Aim,63.66,26.98,0.00,0.00,0.00,0.00,1.36,0.71,0.70,0.44,0.60,0.28,192.86,53.82,69813,161507,353642
Controller Ranked,Kinessa,Damage,3000+,V2.03,Steady Aim,108.71,12.35,0.00,0.00,0.00,0.00,1.47,0.53,0.81,0.51,0.57,0.07,229.99,29.41,4,7,9
Crossplatform Casual,Kinessa,Damage,2100+,V2.02,Steady Aim,68.79,26.31,0.00,0.00,0.00,0.00,1.36,0.67,0.70,0.41,0.61,0.28,195.54,50.54,51285,121930,290366
Controller Ranked,Kinessa,Damage,Everyone,V2.02,Steady Aim,75.76,27.41,0.00,0.00,0.00,0.00,1.41,0.70,0.70,0.40,0.64,0.27,199.34,49.62,1654,4239,11033
Crossplatform Casual,Kinessa,Damage,2100+,V2.03,Steady Aim,72.25,26.75,0.00,0.00,0.00,0.00,1.39,0.67,0.73,0.42,0.59,0.27,198.46,50.54,31909,74360,169990
Crossplatform Casual,Kinessa,Damage,Everyone,V2.02,Steady Aim,60.31,26.10,0.00,0.00,0.00,0.00,1.32,0.70,0.67,0.43,0.62,0.28,190.01,53.80,121605,284317,621260
Crossplatform Casual,Kinessa,Damage,2500+,V2.03,Steady Aim,81.18,26.61,0.00,0.00,0.00,0.00,1.42,0.64,0.77,0.41,0.56,0.26,205.30,48.99,11222,25289,55761
Controller Ranked,Kinessa,Damage,2100+,V2.02,Steady Aim,83.34,25.34,0.00,0.00,0.00,0.00,1.44,0.65,0.73,0.39,0.63,0.26,204.02,45.82,483,1238,3524
PS4 Casual,Kinessa,Damage,3000+,V2.02,Steady Aim,89.25,27.56,0.00,0.00,0.00,0.00,1.44,0.65,0.79,0.40,0.56,0.27,210.19,47.42,310,701,2282
PS4 Casual,Kinessa,Damage,2700+,V2.02,Steady Aim,79.70,26.54,0.00,0.00,0.00,0.00,1.44,0.67,0.76,0.40,0.61,0.28,205.06,48.39,1778,4086,12625
Controller Ranked,Kinessa,Damage,3000+,V2.02,Steady Aim,97.12,25.09,0.00,0.00,0.00,0.00,1.10,0.95,0.53,0.54,0.62,0.20,179.90,53.79,1,4,10
Controller Ranked,Khan,Tank,2500+,V2.07,Storm of Bullets,70.32,17.63,49.44,22.69,8.80,4.19,1.57,0.71,0.68,0.37,0.51,0.24,229.21,41.40,33,64,86
Controller Ranked,Khan,Tank,Everyone,V2.07,Storm of Bullets,65.41,18.73,44.75,21.97,8.34,5.30,1.56,0.70,0.64,0.36,0.56,0.27,233.11,51.65,2823,5534,9354
PS4 Ranked,Khan,Tank,Everyone,V2.06,Storm of Bullets,66.27,19.03,45.54,23.56,8.43,5.49,1.60,0.72,0.65,0.36,0.56,0.27,240.47,51.92,36118,68521,123783
PS4 Ranked,Khan,Tank,2100+,V2.06,Storm of Bullets,68.44,18.40,44.97,22.54,8.85,5.47,1.61,0.70,0.66,0.35,0.55,0.26,239.54,49.56,27316,52066,85281
PS4 Ranked,Khan,Tank,2500+,V2.06,Storm of Bullets,71.06,17.45,46.36,21.80,9.70,5.42,1.59,0.66,0.65,0.33,0.53,0.25,235.95,45.72,10344,19872,26378
PS4 Ranked,Khan,Tank,2700+,V2.06,Storm of Bullets,72.04,17.17,47.98,21.93,10.13,5.40,1.56,0.63,0.63,0.32,0.51,0.24,234.11,44.12,4545,8755,10693
PS4 Ranked,Khan,Tank,3000+,V2.06,Storm of Bullets,72.83,16.31,52.63,22.34,10.42,5.28,1.47,0.57,0.59,0.29,0.49,0.23,228.14,42.66,474,948,1057
PS4 Ranked,Khan,Tank,Everyone,V2.05,Storm of Bullets,65.28,19.15,46.51,23.75,8.60,5.62,1.61,0.72,0.64,0.36,0.56,0.28,238.47,51.82,37565,71581,133140
PS4 Ranked,Khan,Tank,2100+,V2.05,Storm of Bullets,67.87,18.47,45.96,22.88,9.13,5.58,1.62,0.71,0.65,0.35,0.55,0.27,237.75,49.45,27970,53577,89353
PS4 Ranked,Khan,Tank,2500+,V2.05,Storm of Bullets,70.76,17.62,47.38,22.15,9.97,5.46,1.59,0.66,0.65,0.33,0.53,0.25,234.72,45.91,11299,21794,29814
PS4 Ranked,Khan,Tank,2700+,V2.05,Storm of Bullets,71.61,17.29,49.18,22.01,10.35,5.42,1.55,0.64,0.63,0.32,0.51,0.25,232.70,44.46,5373,10362,13097
PS4 Ranked,Khan,Tank,3000+,V2.05,Storm of Bullets,72.11,16.39,51.44,22.59,10.46,5.13,1.49,0.62,0.59,0.31,0.49,0.24,229.20,42.29,724,1391,1630
PS4 Ranked,Khan,Tank,Everyone,V2.04,Storm of Bullets,65.79,18.38,46.36,23.12,9.34,5.78,1.62,0.70,0.64,0.35,0.57,0.27,239.07,50.33,14471,27155,48604
PS4 Ranked,Khan,Tank,2100+,V2.04,Storm of Bullets,67.27,17.82,46.32,22.60,9.80,5.74,1.62,0.68,0.64,0.34,0.56,0.26,238.14,48.45,11390,21539,35933
PS4 Ranked,Khan,Tank,2500+,V2.04,Storm of Bullets,69.15,17.46,47.62,22.60,10.73,5.73,1.61,0.65,0.64,0.33,0.54,0.25,235.82,45.40,5229,9908,14161
PS4 Ranked,Khan,Tank,2700+,V2.04,Storm of Bullets,69.74,17.49,49.25,22.56,11.31,5.68,1.58,0.64,0.62,0.32,0.53,0.25,233.85,44.60,2718,5172,6853
PS4 Ranked,Khan,Tank,3000+,V2.04,Storm of Bullets,71.67,16.71,54.72,22.93,11.94,5.64,1.51,0.66,0.59,0.32,0.49,0.24,231.25,43.49,487,908,1141
PS4 Ranked,Khan,Tank,Everyone,V2.03,Storm of Bullets,66.30,18.98,46.12,23.83,9.42,5.99,1.62,0.72,0.64,0.36,0.57,0.28,242.49,51.81,15854,29906,56453
PS4 Ranked,Khan,Tank,2100+,V2.03,Storm of Bullets,68.04,18.44,46.02,23.32,9.92,5.98,1.63,0.70,0.65,0.35,0.56,0.27,241.59,49.99,12566,23868,41995
PS4 Ranked,Khan,Tank,2500+,V2.03,Storm of Bullets,70.56,18.03,46.68,22.46,11.15,5.90,1.62,0.67,0.64,0.33,0.54,0.25,238.95,46.77,5759,10913,16301
PS4 Ranked,Khan,Tank,2700+,V2.03,Storm of Bullets,71.81,18.04,48.10,22.20,11.78,5.84,1.60,0.65,0.63,0.32,0.52,0.25,237.68,45.71,3208,6081,8352
PS4 Ranked,Khan,Tank,3000+,V2.03,Storm of Bullets,73.06,18.03,52.20,22.98,12.11,5.83,1.54,0.64,0.61,0.32,0.49,0.24,234.49,44.74,613,1144,1421
PS4 Ranked,Khan,Tank,Everyone,V2.02,Storm of Bullets,64.28,18.96,47.31,23.94,8.84,5.82,1.57,0.70,0.62,0.35,0.59,0.28,240.33,52.35,12951,24992,53522
PS4 Ranked,Khan,Tank,2100+,V2.02,Storm of Bullets,66.17,18.43,46.98,23.13,9.42,5.85,1.58,0.68,0.62,0.34,0.59,0.27,239.74,50.27,9880,19191,38656
PS4 Ranked,Khan,Tank,2500+,V2.02,Storm of Bullets,68.85,18.34,48.24,22.68,10.81,5.97,1.56,0.66,0.61,0.33,0.56,0.26,238.32,47.64,4434,8596,14901
PS4 Ranked,Khan,Tank,2700+,V2.02,Storm of Bullets,70.25,18.35,50.05,23.10,11.49,6.08,1.53,0.64,0.59,0.32,0.54,0.25,237.07,46.26,2339,4511,6927
PS4 Ranked,Khan,Tank,3000+,V2.02,Storm of Bullets,72.94,17.92,53.11,23.76,12.37,6.42,1.52,0.63,0.59,0.32,0.50,0.24,237.88,43.20,369,649,860
Keyboard/Mouse Ranked,Khan,Tank,Everyone,V2.07,Storm of Bullets,67.37,18.62,44.76,22.17,9.52,5.72,1.59,0.73,0.64,0.36,0.53,0.26,233.24,49.86,5940,11861,17478
Keyboard/Mouse Ranked,Khan,Tank,2100+,V2.07,Storm of Bullets,68.13,17.81,45.94,21.87,9.99,5.71,1.59,0.71,0.64,0.35,0.53,0.25,233.16,48.01,3777,7535,10132
Keyboard/Mouse Ranked,Khan,Tank,2500+,V2.07,Storm of Bullets,66.92,16.44,50.20,22.10,10.86,5.64,1.53,0.67,0.60,0.33,0.52,0.25,230.46,45.16,1045,2109,2408
Keyboard/Mouse Ranked,Khan,Tank,2700+,V2.07,Storm of Bullets,66.78,16.13,52.60,22.64,11.11,5.60,1.49,0.65,0.59,0.32,0.52,0.25,229.12,43.00,501,1048,1145
Keyboard/Mouse Ranked,Khan,Tank,3000+,V2.07,Storm of Bullets,66.75,16.84,55.86,24.35,10.93,5.24,1.50,0.64,0.56,0.30,0.52,0.25,226.95,40.34,66,142,154
Keyboard/Mouse Ranked,Khan,Tank,Everyone,V2.06,Storm of Bullets,67.67,18.56,44.04,21.99,9.43,5.62,1.59,0.72,0.65,0.36,0.53,0.26,233.80,49.85,88490,176237,265258
Keyboard/Mouse Ranked,Khan,Tank,2100+,V2.06,Storm of Bullets,68.74,17.81,45.41,21.65,9.90,5.56,1.59,0.70,0.64,0.35,0.52,0.25,233.06,47.89,55759,111886,149037
Keyboard/Mouse Ranked,Khan,Tank,2500+,V2.06,Storm of Bullets,68.28,16.90,49.66,22.04,10.44,5.43,1.53,0.66,0.62,0.32,0.52,0.24,229.72,45.00,16030,33188,37968
Keyboard/Mouse Ranked,Khan,Tank,2700+,V2.06,Storm of Bullets,67.88,16.53,52.58,22.47,10.59,5.38,1.49,0.64,0.60,0.31,0.52,0.24,228.10,43.83,6669,13988,15191
Keyboard/Mouse Ranked,Khan,Tank,3000+,V2.06,Storm of Bullets,67.69,16.76,57.44,23.50,10.73,5.20,1.46,0.64,0.57,0.31,0.52,0.23,226.83,43.75,1057,2292,2385
Keyboard/Mouse Ranked,Khan,Tank,Everyone,V2.05,Storm of Bullets,68.47,18.72,44.38,22.04,9.78,5.72,1.61,0.73,0.65,0.36,0.52,0.26,233.73,49.58,100659,198353,302522
Keyboard/Mouse Ranked,Khan,Tank,2100+,V2.05,Storm of Bullets,69.86,17.93,45.86,21.78,10.32,5.65,1.61,0.70,0.65,0.35,0.52,0.25,233.60,47.75,62387,123464,165367
Keyboard/Mouse Ranked,Khan,Tank,2500+,V2.05,Storm of Bullets,69.91,17.07,50.06,22.24,10.83,5.52,1.55,0.66,0.63,0.33,0.51,0.24,231.23,45.21,19089,38265,43866
Keyboard/Mouse Ranked,Khan,Tank,2700+,V2.05,Storm of Bullets,69.81,16.93,52.52,22.62,10.94,5.42,1.52,0.65,0.61,0.32,0.51,0.24,229.63,44.51,8502,17228,18795
Keyboard/Mouse Ranked,Khan,Tank,3000+,V2.05,Storm of Bullets,70.21,16.68,56.44,23.97,11.00,5.33,1.50,0.65,0.60,0.31,0.49,0.24,229.56,44.52,1640,3247,3415
Keyboard/Mouse Ranked,Khan,Tank,Everyone,V2.04,Storm of Bullets,68.93,18.47,44.13,22.01,10.25,5.80,1.61,0.71,0.64,0.35,0.53,0.25,234.77,48.85,50879,99599,159871
Keyboard/Mouse Ranked,Khan,Tank,2100+,V2.04,Storm of Bullets,70.63,17.71,45.47,21.72,10.75,5.71,1.62,0.69,0.65,0.34,0.52,0.25,235.11,46.99,34007,66430,93722
Keyboard/Mouse Ranked,Khan,Tank,2500+,V2.04,Storm of Bullets,70.76,17.34,49.36,22.29,11.21,5.58,1.59,0.66,0.63,0.33,0.51,0.24,233.48,45.00,11462,22502,27204
Keyboard/Mouse Ranked,Khan,Tank,2700+,V2.04,Storm of Bullets,70.57,17.24,52.32,22.53,11.35,5.54,1.55,0.65,0.61,0.32,0.50,0.23,231.79,44.50,4977,9889,11366
Keyboard/Mouse Ranked,Khan,Tank,3000+,V2.04,Storm of Bullets,70.45,17.22,57.02,23.04,11.25,5.51,1.47,0.64,0.58,0.31,0.50,0.24,228.16,43.50,846,1760,1950
Keyboard/Mouse Ranked,Khan,Tank,Everyone,V2.03,Storm of Bullets,69.77,19.06,43.54,21.88,10.80,6.07,1.62,0.72,0.64,0.35,0.52,0.25,235.79,49.67,60347,119541,213453
Keyboard/Mouse Ranked,Khan,Tank,2100+,V2.03,Storm of Bullets,71.65,18.26,44.59,21.65,11.43,5.97,1.64,0.70,0.65,0.34,0.51,0.25,236.53,47.79,41617,82227,128105
Keyboard/Mouse Ranked,Khan,Tank,2500+,V2.03,Storm of Bullets,72.53,17.65,47.76,22.02,12.03,5.88,1.62,0.67,0.65,0.33,0.50,0.24,236.01,45.63,16004,31321,40985
Keyboard/Mouse Ranked,Khan,Tank,2700+,V2.03,Storm of Bullets,72.91,17.75,49.88,22.27,12.07,5.85,1.60,0.66,0.64,0.33,0.49,0.24,235.22,45.17,7869,15505,19325
Keyboard/Mouse Ranked,Khan,Tank,3000+,V2.03,Storm of Bullets,72.67,18.19,55.07,23.34,11.88,5.80,1.53,0.66,0.61,0.32,0.49,0.23,232.54,44.90,1464,2976,3593
Keyboard/Mouse Ranked,Khan,Tank,Everyone,V2.02,Storm of Bullets,69.35,19.55,42.63,21.88,10.83,6.19,1.57,0.72,0.61,0.34,0.54,0.26,235.04,51.12,57408,117209,257194
Keyboard/Mouse Ranked,Khan,Tank,2100+,V2.02,Storm of Bullets,71.54,18.57,43.34,21.39,11.58,6.07,1.59,0.70,0.62,0.34,0.53,0.25,235.78,48.84,38252,78054,150667
Keyboard/Mouse Ranked,Khan,Tank,2500+,V2.02,Storm of Bullets,72.81,17.71,45.97,21.55,12.31,5.94,1.59,0.67,0.63,0.33,0.51,0.24,235.39,46.33,14877,30194,48298
Keyboard/Mouse Ranked,Khan,Tank,2700+,V2.02,Storm of Bullets,73.39,17.51,48.21,21.81,12.54,5.99,1.58,0.65,0.62,0.32,0.50,0.24,235.23,45.62,6956,14123,21322
Keyboard/Mouse Ranked,Khan,Tank,3000+,V2.02,Storm of Bullets,74.51,17.57,52.66,23.04,12.36,5.83,1.56,0.64,0.61,0.32,0.49,0.23,233.78,45.05,1256,2538,3701
Crossplatform Casual,Khan,Tank,Everyone,V2.07,Storm of Bullets,53.43,18.76,46.08,24.91,6.28,5.01,1.43,0.72,0.54,0.35,0.56,0.28,228.11,58.60,12698,24382,54800
Crossplatform Casual,Khan,Tank,2100+,V2.07,Storm of Bullets,56.83,18.21,47.77,24.61,6.93,5.15,1.46,0.71,0.55,0.34,0.55,0.27,232.61,55.28,7000,13445,25799
Crossplatform Casual,Khan,Tank,2500+,V2.07,Storm of Bullets,59.89,18.21,49.10,24.37,7.80,5.22,1.47,0.68,0.55,0.33,0.52,0.26,232.48,51.65,1896,3682,5488
Crossplatform Casual,Khan,Tank,2700+,V2.07,Storm of Bullets,61.54,18.36,49.26,23.64,8.21,5.28,1.47,0.67,0.56,0.33,0.50,0.25,231.96,50.70,794,1556,2030
Crossplatform Casual,Khan,Tank,3000+,V2.07,Storm of Bullets,64.13,18.86,49.96,23.06,9.08,5.24,1.48,0.72,0.58,0.33,0.49,0.24,231.55,48.98,136,272,314
Crossplatform Casual,Khan,Tank,Everyone,V2.06,Storm of Bullets,53.63,18.88,46.88,25.09,6.22,4.92,1.44,0.72,0.55,0.35,0.55,0.28,230.66,57.87,155723,297621,687406
Crossplatform Casual,Khan,Tank,2100+,V2.06,Storm of Bullets,56.10,18.53,47.94,24.83,6.65,5.00,1.46,0.71,0.56,0.35,0.54,0.28,233.87,55.83,115009,220528,462423
Crossplatform Casual,Khan,Tank,2500+,V2.06,Storm of Bullets,59.16,18.56,48.69,24.32,7.38,5.16,1.48,0.70,0.56,0.34,0.52,0.26,234.82,53.28,44954,86211,144536
Crossplatform Casual,Khan,Tank,2700+,V2.06,Storm of Bullets,60.86,18.65,49.26,24.03,7.84,5.20,1.47,0.69,0.56,0.34,0.50,0.26,233.83,51.56,19372,37235,52995
Crossplatform Casual,Khan,Tank,3000+,V2.06,Storm of Bullets,63.20,19.15,51.34,24.05,8.49,5.31,1.46,0.69,0.55,0.33,0.48,0.25,232.61,49.27,3667,7063,8209
Crossplatform Casual,Khan,Tank,Everyone,V2.05,Storm of Bullets,50.41,19.92,44.96,25.42,5.75,4.92,1.40,0.73,0.54,0.36,0.57,0.29,223.04,60.23,194985,376058,988645
Crossplatform Casual,Khan,Tank,2100+,V2.05,Storm of Bullets,55.70,18.97,47.85,24.69,6.72,5.06,1.47,0.72,0.56,0.35,0.55,0.28,231.50,55.72,122843,235569,508736
Crossplatform Casual,Khan,Tank,2500+,V2.05,Storm of Bullets,59.48,18.64,48.42,23.92,7.64,5.19,1.49,0.70,0.57,0.35,0.52,0.26,232.91,52.53,46261,89058,145378
Crossplatform Casual,Khan,Tank,2700+,V2.05,Storm of Bullets,61.12,18.63,48.99,23.66,8.15,5.24,1.49,0.69,0.57,0.34,0.50,0.26,232.36,50.67,20231,38744,53348
Crossplatform Casual,Khan,Tank,3000+,V2.05,Storm of Bullets,63.61,19.17,51.49,24.05,8.83,5.43,1.48,0.68,0.56,0.34,0.48,0.25,231.52,48.91,3839,7288,8453
Crossplatform Casual,Khan,Tank,Everyone,V2.04,Storm of Bullets,54.33,18.97,47.04,24.68,6.82,5.21,1.45,0.71,0.56,0.35,0.55,0.28,229.39,55.94,60356,113922,250481
Crossplatform Casual,Khan,Tank,2100+,V2.04,Storm of Bullets,56.85,18.51,47.95,24.33,7.35,5.29,1.48,0.70,0.57,0.35,0.54,0.27,232.04,53.76,44428,84041,164442
Crossplatform Casual,Khan,Tank,2500+,V2.04,Storm of Bullets,59.63,18.34,48.76,23.91,8.11,5.43,1.49,0.69,0.57,0.34,0.51,0.26,232.20,51.41,20550,39016,61365
Crossplatform Casual,Khan,Tank,2700+,V2.04,Storm of Bullets,61.01,18.28,49.72,23.91,8.61,5.51,1.47,0.67,0.56,0.33,0.50,0.26,231.35,49.41,10356,19737,26994
PS4 Casual,Khan,Tank,Everyone,V2.06,Storm of Bullets,54.37,19.49,46.65,26.50,6.20,5.14,1.48,0.75,0.59,0.37,0.56,0.30,235.73,60.64,56837,104541,245732
Crossplatform Casual,Khan,Tank,3000+,V2.04,Storm of Bullets,63.10,18.34,51.93,24.06,9.11,5.62,1.45,0.66,0.55,0.32,0.48,0.25,231.25,47.05,2579,4899,5768
PS4 Casual,Khan,Tank,2100+,V2.06,Storm of Bullets,56.59,19.03,47.72,26.16,6.58,5.21,1.51,0.74,0.59,0.37,0.56,0.29,238.81,58.66,46546,85883,186054
PS4 Casual,Khan,Tank,2500+,V2.06,Storm of Bullets,60.10,18.63,46.87,25.09,7.18,5.36,1.52,0.73,0.60,0.36,0.54,0.28,239.58,55.75,23042,42446,79548
PS4 Casual,Khan,Tank,2700+,V2.06,Storm of Bullets,61.99,18.60,46.22,24.34,7.72,5.58,1.51,0.72,0.60,0.36,0.52,0.27,238.12,53.73,10982,20170,32942
